CustomerKey,Customer City,CustomerCountry,CustomerAlternateKey,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase
24279,Rockhampton,Australia,AW00024279,Angel Nelson,1959-05-16,Single,Male,40000.00,2,0,Partial College,Skilled Manual,0,2,2023-01-12
24280,Silverwater,Australia,AW00024280,Peter Shan,1960-03-30,Single,Male,40000.00,3,0,Partial High School,Clerical,0,2,2022-07-17
24281,Milsons Point,Australia,AW00024281,Marie Suri,1965-04-09,Single,Female,40000.00,3,0,Partial High School,Clerical,0,2,2021-11-25
24282,Malabar,Australia,AW00024282,Damien Raji,1961-01-20,Married,Male,80000.00,2,0,Partial College,Skilled Manual,1,2,2021-11-23
24283,Townsville,Australia,AW00024283,Aimee Zheng,1960-09-17,Single,Female,80000.00,2,0,Partial College,Skilled Manual,0,2,2021-11-26
24284,Victoria,Canada,AW00024284,Melissa Sanders,1980-12-08,Single,Female,40000.00,0,0,Partial College,Skilled Manual,0,2,2020-10-30
24285,Burien,United States,AW00024285,Jesse Cox,1981-05-18,Single,Male,40000.00,0,0,Partial College,Skilled Manual,1,2,2022-07-05
24286,Chula Vista,United States,AW00024286,Kelvin Goel,1980-11-23,Single,Male,40000.00,0,0,High School,Skilled Manual,0,2,2022-12-18
24287,Chula Vista,United States,AW00024287,John Martinez,1980-11-21,Married,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-12-15
24288,Concord,United States,AW00024288,Pedro Gomez,1980-07-04,Married,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-10-06
24289,Grossmont,United States,AW00024289,Robert Gonzalez,1981-06-14,Single,Male,60000.00,0,0,Partial College,Skilled Manual,1,2,2022-04-04
24290,Bellingham,United States,AW00024290,Zoe Bell,1980-04-15,Married,Female,50000.00,0,0,High School,Skilled Manual,1,2,2022-07-23
24291,Bellingham,United States,AW00024291,Eduardo Garcia,1979-09-08,Single,Male,50000.00,0,0,High School,Skilled Manual,0,2,2022-12-09
24292,Glendale,United States,AW00024292,Mackenzie Brooks,1979-09-03,Married,Female,50000.00,0,0,High School,Skilled Manual,1,2,2022-02-13
24293,Lincoln Acres,United States,AW00024293,Anna Rivera,1980-04-17,Married,Female,50000.00,0,0,High School,Skilled Manual,1,2,2022-01-28
24294,Portland,United States,AW00024294,Luis Yang,1979-08-29,Single,Male,50000.00,0,0,High School,Skilled Manual,0,2,2022-09-12
24295,Palo Alto,United States,AW00024295,Natalie Barnes,1978-09-23,Single,Female,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-12-09
24296,Fremont,United States,AW00024296,Amanda Gonzalez,1984-02-03,Single,Female,70000.00,0,0,Partial College,Professional,0,2,2022-12-01
24297,Imperial Beach,United States,AW00024297,Victoria Cox,1982-04-08,Married,Female,60000.00,0,0,Partial College,Professional,1,2,2022-02-16
24298,Palo Alto,United States,AW00024298,Robert Yang,1982-04-06,Married,Male,60000.00,0,0,Partial College,Professional,1,2,2022-03-12
24299,Downey,United States,AW00024299,Andrea Gray,1981-12-01,Single,Female,60000.00,0,0,Partial College,Professional,1,2,2022-03-14
24300,Melbourne,Australia,AW00024300,Naomi Gomez,1978-01-02,Single,Female,80000.00,2,0,High School,Skilled Manual,1,2,2021-11-20
24301,Hobart,Australia,AW00024301,Tasha Rai,1963-02-22,Single,Female,70000.00,2,0,High School,Skilled Manual,1,2,2021-10-30
24302,Sydney,Australia,AW00024302,Cesar Kapoor,1962-07-28,Married,Male,70000.00,2,0,High School,Skilled Manual,1,2,2021-11-03
24303,Wollongong,Australia,AW00024303,Megan Diaz,1963-06-01,Single,Female,70000.00,2,0,High School,Skilled Manual,0,2,2021-11-26
24304,Milsons Point,Australia,AW00024304,Beth Serrano,1963-11-22,Single,Female,100000.00,1,0,Bachelors,Management,0,3,2021-11-24
24305,Perth,Australia,AW00024305,Warren Chow,1965-04-26,Single,Male,100000.00,1,1,Bachelors,Management,0,3,2021-11-21
24306,Springwood,Australia,AW00024306,Molly Chandra,1970-04-04,Married,Female,100000.00,1,1,Bachelors,Management,1,3,2023-01-26
24307,Milsons Point,Australia,AW00024307,Tina Sara,1964-08-15,Single,Female,100000.00,1,1,Bachelors,Management,0,3,2021-11-26
24308,Woodburn,United States,AW00024308,Destiny Sanders,1978-07-25,Single,Female,80000.00,0,0,Bachelors,Management,1,1,2022-12-26
24309,Shawnee,Canada,AW00024309,Ethan Williams,1980-02-15,Married,Male,50000.00,0,0,High School,Professional,0,2,2020-11-20
24310,Shawnee,Canada,AW00024310,Gabrielle Peterson,1979-08-05,Single,Female,50000.00,0,0,High School,Professional,0,2,2020-11-02
24311,Burien,United States,AW00024311,Geoffrey Patel,1979-10-19,Single,Male,60000.00,0,0,Partial College,Professional,0,2,2022-12-15
24312,Everett,United States,AW00024312,Austin Martin,1979-11-18,Single,Male,60000.00,0,0,Partial College,Professional,1,2,2022-07-26
24313,Lake Oswego,United States,AW00024313,Taylor Brooks,1985-03-14,Married,Female,60000.00,0,0,Partial College,Professional,1,2,2022-05-18
24314,Daly City,United States,AW00024314,Bryan Howard,1971-09-25,Married,Male,120000.00,2,2,Bachelors,Management,1,4,2022-03-17
24315,El Cajon,United States,AW00024315,Edward Scott,1972-03-05,Married,Male,130000.00,0,1,Graduate Degree,Management,1,3,2022-05-16
24316,Grossmont,United States,AW00024316,Rachel Diaz,1971-09-25,Single,Female,130000.00,0,1,Graduate Degree,Management,0,3,2022-11-01
24317,Newport Beach,United States,AW00024317,Devin Thomas,1971-10-09,Single,Male,130000.00,0,1,Graduate Degree,Management,0,4,2022-02-20
24318,San Diego,United States,AW00024318,Luis Long,1977-07-18,Married,Male,130000.00,1,1,Graduate Degree,Management,1,4,2022-04-25
24319,Lynnwood,United States,AW00024319,Benjamin Clark,1962-10-09,Married,Male,70000.00,2,0,Partial High School,Skilled Manual,1,2,2022-11-12
24320,Beaverton,United States,AW00024320,Joshua White,1963-02-10,Single,Male,70000.00,2,0,Partial High School,Skilled Manual,1,2,2022-08-10
24321,Renton,United States,AW00024321,Gabriel Scott,1980-08-05,Single,Male,40000.00,0,0,Bachelors,Professional,0,1,2022-12-06
24322,Royal Oak,Canada,AW00024322,Alexandra Evans,1969-08-21,Married,Female,60000.00,4,4,Bachelors,Skilled Manual,1,2,2022-09-02
24323,Lincoln Acres,United States,AW00024323,Janet Wright,1975-07-25,Single,Female,60000.00,5,5,Bachelors,Skilled Manual,1,3,2022-12-05
24324,Downey,United States,AW00024324,Jennifer Reed,1975-10-24,Single,Female,60000.00,4,2,Bachelors,Skilled Manual,1,2,2022-12-20
24325,West Covina,United States,AW00024325,Jason Perry,1975-12-12,Married,Male,60000.00,4,2,Bachelors,Skilled Manual,0,2,2022-12-08
24326,Woodburn,United States,AW00024326,Adam Bryant,1975-10-13,Married,Male,60000.00,4,2,Bachelors,Skilled Manual,1,2,2022-12-17
24327,Yakima,United States,AW00024327,Evan Rogers,1970-04-07,Married,Male,60000.00,4,2,Bachelors,Skilled Manual,1,2,2022-12-25
24328,National City,United States,AW00024328,Melissa Simmons,1975-05-04,Single,Female,60000.00,4,2,Bachelors,Skilled Manual,0,2,2022-12-17
24329,Portland,United States,AW00024329,Abigail Cooper,1968-08-08,Single,Female,70000.00,4,2,Bachelors,Professional,1,2,2022-12-20
24330,Chula Vista,United States,AW00024330,Jessica Bennett,1974-09-22,Single,Female,70000.00,4,2,Bachelors,Professional,0,2,2022-12-04
24331,Imperial Beach,United States,AW00024331,Carson Powell,1979-08-06,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-12-01
24332,Metchosin,Canada,AW00024332,Abigail Thompson,1968-11-30,Married,Female,60000.00,3,2,Graduate Degree,Professional,1,0,2020-11-13
24333,Burien,United States,AW00024333,Ann Prasad,1968-05-25,Single,Female,70000.00,1,0,Bachelors,Professional,1,1,2022-12-02
24334,Novato,United States,AW00024334,Alexa James,1968-03-05,Married,Female,70000.00,1,0,Bachelors,Professional,1,1,2022-12-12
24335,Lynnwood,United States,AW00024335,Richard Wright,1973-10-23,Single,Male,70000.00,1,0,Bachelors,Professional,1,1,2022-12-04
24336,Milwaukie,United States,AW00024336,Gabrielle Wright,1967-09-06,Single,Female,70000.00,1,0,Bachelors,Professional,1,1,2022-12-18
24337,Edmonds,United States,AW00024337,Noah Alexander,1973-10-06,Married,Male,70000.00,1,0,Partial College,Skilled Manual,1,1,2022-12-16
24338,Burbank,United States,AW00024338,Shannon Zeng,1967-03-05,Single,Female,40000.00,4,3,High School,Skilled Manual,1,3,2022-12-23
24339,Newport Beach,United States,AW00024339,Jennifer Price,1967-04-09,Single,Female,40000.00,4,3,High School,Skilled Manual,1,3,2021-12-28
24340,Palo Alto,United States,AW00024340,Chloe Clark,1972-12-01,Single,Female,40000.00,4,3,High School,Skilled Manual,0,4,2022-02-24
24341,Coronado,United States,AW00024341,Wyatt Jones,1967-06-09,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-02-24
24342,Sooke,Canada,AW00024342,Evan Campbell,1966-10-22,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2020-11-06
24343,Fremont,United States,AW00024343,Tyler Harris,1976-09-01,Married,Male,40000.00,4,2,High School,Skilled Manual,0,2,2022-03-08
24344,Cliffside,Canada,AW00024344,Wayne Chander,1978-06-12,Single,Male,50000.00,0,0,Partial College,Skilled Manual,0,1,2020-11-13
24345,W. Linn,United States,AW00024345,Riley Cox,1978-06-18,Single,Female,60000.00,0,0,Graduate Degree,Professional,0,1,2022-03-14
24346,Burlingame,United States,AW00024346,Giorgio Veronesi,1973-03-04,Married,Female,60000.00,0,0,Graduate Degree,Professional,0,1,2022-04-23
24347,Concord,United States,AW00024347,Tina Madan,1978-12-15,Single,Female,60000.00,0,0,Graduate Degree,Professional,1,1,2022-04-06
24348,Concord,United States,AW00024348,Ruben Gomez,1973-03-16,Single,Male,60000.00,0,0,Graduate Degree,Professional,0,1,2022-04-14
24349,San Diego,United States,AW00024349,Jill Patterson,1972-12-31,Single,Female,60000.00,0,0,Graduate Degree,Professional,1,1,2022-04-03
24350,Fremont,United States,AW00024350,Eduardo Simmons,1932-12-11,Single,Male,40000.00,2,0,Partial High School,Clerical,0,1,2022-05-03
24351,Daly City,United States,AW00024351,Brandon Yang,1971-02-01,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-04-06
24352,Lynnwood,United States,AW00024352,Natalie Cox,1965-11-30,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-19
24353,San Carlos,United States,AW00024353,Andrea Ramirez,1971-05-02,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-05
24354,Santa Cruz,United States,AW00024354,Bailey Cook,1964-12-16,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-04-30
24355,Burlingame,United States,AW00024355,Jennifer Johnson,1970-06-13,Married,Female,60000.00,4,3,Bachelors,Professional,1,1,2022-05-15
24356,Burbank,United States,AW00024356,Wesley Zhang,1965-02-05,Single,Male,80000.00,2,0,Graduate Degree,Professional,1,0,2022-12-22
24357,Beverly Hills,United States,AW00024357,Eric Baker,1974-09-08,Married,Male,60000.00,3,2,Bachelors,Professional,1,1,2022-05-13
24358,San Gabriel,United States,AW00024358,Kevin Green,1963-08-08,Married,Male,60000.00,1,0,Bachelors,Professional,1,1,2022-05-24
24359,West Covina,United States,AW00024359,Zachary Shan,1969-08-01,Single,Male,60000.00,1,0,Bachelors,Professional,1,1,2022-05-05
24360,Rhodes,Australia,AW00024360,Carolyn Diaz,1974-01-19,Single,Female,60000.00,2,2,Bachelors,Professional,0,1,2021-11-04
24361,Brisbane,Australia,AW00024361,Francisco Rodriguez,1974-05-17,Married,Male,60000.00,2,2,Bachelors,Professional,0,1,2021-11-13
24362,Melton,Australia,AW00024362,Marc Vazquez,1974-06-05,Single,Male,60000.00,2,2,Bachelors,Professional,0,1,2021-11-11
24363,Goulburn,Australia,AW00024363,Amanda Coleman,1975-07-26,Married,Female,80000.00,4,4,Graduate Degree,Management,0,1,2023-01-22
24364,Cloverdale,Australia,AW00024364,Henry Prasad,1975-12-13,Married,Male,90000.00,2,0,Bachelors,Professional,0,0,2021-11-08
24365,Rockhampton,Australia,AW00024365,Mallory Navarro,1973-10-25,Single,Female,60000.00,2,2,Bachelors,Professional,1,1,2021-11-14
24366,North Ryde,Australia,AW00024366,Melvin Luo,1985-08-13,Single,Male,120000.00,1,0,Graduate Degree,Management,0,1,2021-11-24
24367,Seaford,Australia,AW00024367,Ross Sara,1980-02-07,Single,Male,120000.00,1,0,Graduate Degree,Management,0,2,2021-11-25
24368,Seaford,Australia,AW00024368,Ebony Prasad,1974-10-06,Single,Female,120000.00,1,0,Graduate Degree,Management,0,2,2021-11-03
24369,Lane Cove,Australia,AW00024369,Chelsea Lopez,1972-12-22,Married,Female,80000.00,5,5,Graduate Degree,Management,0,2,2022-10-28
24370,Cranbourne,Australia,AW00024370,Nathan West,1972-12-22,Married,Male,80000.00,5,5,Graduate Degree,Management,0,3,2022-08-22
24371,Seaford,Australia,AW00024371,Leslie Navarro,1971-09-18,Married,Female,90000.00,2,0,Bachelors,Professional,1,0,2021-11-05
24372,Bendigo,Australia,AW00024372,Teresa Jimenez,1971-03-21,Single,Female,60000.00,2,2,Bachelors,Professional,1,1,2021-11-20
24373,Melbourne,Australia,AW00024373,Steven Reed,1971-02-09,Married,Male,60000.00,2,2,Bachelors,Professional,1,1,2022-07-30
24374,Silverwater,Australia,AW00024374,Eugene Ma,1971-04-12,Single,Male,60000.00,3,3,Bachelors,Professional,0,1,2023-01-27
24375,North Ryde,Australia,AW00024375,Pamela Schmidt,1976-09-29,Married,Female,60000.00,3,3,Bachelors,Professional,1,1,2022-04-08
24376,Brisbane,Australia,AW00024376,Tommy Black,1985-01-06,Married,Male,70000.00,5,5,Bachelors,Professional,1,4,2022-12-07
24377,Melbourne,Australia,AW00024377,Richard Wood,1979-09-21,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2021-11-16
24378,Port Macquarie,Australia,AW00024378,Brandi Jiménez,1973-12-02,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2021-11-27
24379,Brisbane,Australia,AW00024379,Noah Jenkins,1970-12-21,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-04-24
24380,Sunbury,Australia,AW00024380,Maurice Yuan,1971-04-12,Married,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-08-07
24381,Silverwater,Australia,AW00024381,Danny Serrano,1976-05-10,Single,Male,70000.00,0,0,Bachelors,Professional,1,1,2021-11-18
24382,Cranbourne,Australia,AW00024382,Patrick Sanchez,1975-02-16,Married,Male,60000.00,3,3,Bachelors,Professional,1,2,2022-07-26
24383,Lieusaint,France,AW00024383,Ronald Prasad,1979-12-23,Married,Male,30000.00,0,0,Partial College,Clerical,0,1,2022-08-14
24384,Roubaix,France,AW00024384,Kenneth Pal,1980-02-20,Married,Male,30000.00,0,0,Partial College,Clerical,0,1,2022-09-27
24385,Concord,United States,AW00024385,Summer Perez,1963-04-21,Married,Female,70000.00,3,2,Partial College,Professional,1,0,2022-12-22
24386,Westminster,Canada,AW00024386,Isabella Walker,1968-05-08,Single,Female,80000.00,2,1,Bachelors,Management,0,0,2020-12-17
24387,Bellflower,United States,AW00024387,Elijah Mitchell,1963-03-26,Married,Male,80000.00,2,1,Bachelors,Management,0,0,2022-12-25
24388,Lynnwood,United States,AW00024388,Maria Campbell,1963-05-22,Married,Female,80000.00,2,1,Bachelors,Management,0,0,2022-12-07
24389,Salem,United States,AW00024389,Xavier Carter,1961-10-31,Single,Male,80000.00,2,0,Partial High School,Skilled Manual,1,2,2022-02-14
24390,Bellingham,United States,AW00024390,Carolyn Prasad,1962-02-20,Married,Female,60000.00,2,0,High School,Professional,1,2,2022-06-21
24391,Spring Valley,United States,AW00024391,Marissa Washington,1961-09-24,Married,Female,60000.00,2,0,High School,Professional,1,2,2022-05-30
24392,Cliffside,Canada,AW00024392,Molly Prasad,1962-04-23,Single,Female,60000.00,2,0,High School,Professional,0,2,2020-12-17
24393,Everett,United States,AW00024393,Joseph Johnson,1937-12-16,Single,Male,50000.00,2,0,Graduate Degree,Management,1,2,2022-02-07
24394,Camarillo,United States,AW00024394,Drew Raji,1976-01-24,Married,Male,110000.00,2,2,Bachelors,Management,1,3,2022-07-01
24395,Concord,United States,AW00024395,Alison Raji,1970-11-08,Married,Female,110000.00,3,2,Bachelors,Management,1,4,2022-03-31
24396,Concord,United States,AW00024396,Robyn Navarro,1970-12-02,Married,Female,120000.00,2,2,Bachelors,Management,1,4,2022-04-26
24397,Coronado,United States,AW00024397,Henry Raman,1971-06-19,Single,Male,120000.00,2,2,Bachelors,Management,0,4,2022-03-02
24398,Newport Beach,United States,AW00024398,Brandon Davis,1970-12-01,Married,Male,130000.00,1,1,Graduate Degree,Management,1,4,2022-04-18
24399,N. Vancouver,Canada,AW00024399,Katherine Sanchez,1969-07-18,Married,Female,80000.00,4,3,Bachelors,Management,1,0,2022-03-28
24400,Tacoma,United States,AW00024400,Kaitlyn Parker,1969-12-07,Married,Female,100000.00,5,2,Partial College,Professional,0,1,2022-12-15
24401,Bellflower,United States,AW00024401,Douglas Rana,1969-07-17,Single,Male,110000.00,3,2,Bachelors,Management,0,4,2022-07-30
24402,Woodland Hills,United States,AW00024402,Devin Alexander,1970-01-03,Single,Male,170000.00,0,0,Graduate Degree,Management,0,3,2022-12-18
24403,Novato,United States,AW00024403,Gabriel Wright,1967-10-12,Married,Male,70000.00,3,2,Partial College,Professional,1,0,2022-01-06
24404,Burlingame,United States,AW00024404,Bryant Chapman,1939-12-25,Married,Male,70000.00,4,0,Graduate Degree,Management,1,2,2022-01-22
24405,Burlingame,United States,AW00024405,Tara Rai,1939-10-17,Married,Female,70000.00,4,0,Graduate Degree,Management,1,2,2022-01-22
24406,Chula Vista,United States,AW00024406,Reginald Vazquez,1979-09-04,Married,Male,110000.00,4,2,Bachelors,Management,1,4,2022-12-20
24407,Daly City,United States,AW00024407,Makayla Peterson,1969-03-15,Married,Female,110000.00,5,3,Bachelors,Management,1,0,2022-11-13
24408,Daly City,United States,AW00024408,Jordan Diaz,1969-01-06,Married,Male,110000.00,5,3,Bachelors,Management,1,0,2022-11-27
24409,Imperial Beach,United States,AW00024409,Jackson Hernandez,1969-03-21,Single,Male,120000.00,4,3,Partial College,Professional,0,3,2022-12-21
24410,Yakima,United States,AW00024410,Sara Sanders,1973-06-20,Single,Female,100000.00,1,2,Partial College,Professional,0,4,2022-11-08
24411,Beverly Hills,United States,AW00024411,Johnathan Sanchez,1968-05-22,Married,Male,110000.00,1,3,Bachelors,Management,1,2,2022-03-22
24412,Coronado,United States,AW00024412,Angelica Patterson,1968-02-29,Single,Female,120000.00,1,3,Partial College,Professional,0,4,2022-05-06
24413,Imperial Beach,United States,AW00024413,Nathan Lewis,1973-02-17,Married,Male,120000.00,1,3,High School,Professional,1,4,2022-01-12
24414,Lemon Grove,United States,AW00024414,Adam Edwards,1967-11-24,Single,Male,130000.00,1,2,Bachelors,Management,0,4,2022-01-20
24415,N. Vancouver,Canada,AW00024415,Kaylee Ward,1966-07-14,Married,Female,70000.00,5,4,Partial College,Professional,1,3,2022-02-10
24416,Salem,United States,AW00024416,Oscar Jenkins,1967-01-12,Married,Male,90000.00,4,3,High School,Professional,1,2,2022-08-29
24417,San Diego,United States,AW00024417,Christopher Harris,1967-01-17,Single,Male,130000.00,3,3,Bachelors,Management,0,3,2022-01-08
24418,Sooke,Canada,AW00024418,Brandon Garcia,1960-12-17,Single,Male,60000.00,2,0,High School,Professional,0,2,2020-12-17
24419,Berkeley,United States,AW00024419,Kaylee Rivera,1966-01-24,Married,Female,70000.00,4,3,High School,Professional,1,0,2022-04-27
24420,Puyallup,United States,AW00024420,Marcus Price,1961-04-25,Married,Male,80000.00,3,2,Partial College,Professional,1,1,2022-01-23
24421,Olympia,United States,AW00024421,Seth Kelly,1960-08-26,Married,Male,90000.00,2,1,High School,Professional,1,1,2022-01-26
24422,Concord,United States,AW00024422,Thomas Lal,1941-02-28,Married,Male,80000.00,4,0,Graduate Degree,Management,1,2,2022-04-21
24423,Los Angeles,United States,AW00024423,Alyssa Harris,1940-08-15,Married,Female,130000.00,2,3,Graduate Degree,Management,1,3,2022-03-28
24424,West Covina,United States,AW00024424,Morgan Russell,1952-07-02,Married,Female,130000.00,2,3,Graduate Degree,Management,1,3,2022-03-21
24425,Bremerton,United States,AW00024425,Chloe Ward,1971-02-10,Single,Female,90000.00,4,3,High School,Professional,1,3,2022-01-04
24426,Beverly Hills,United States,AW00024426,Jordan Russell,1966-05-23,Married,Male,110000.00,5,3,Partial College,Professional,1,4,2022-10-21
24427,City Of Commerce,United States,AW00024427,Evelyn Fernandez,1966-06-07,Single,Female,110000.00,3,3,Partial College,Professional,0,4,2022-01-18
24428,Coronado,United States,AW00024428,Hailey Price,1966-01-19,Married,Female,110000.00,4,3,Partial College,Professional,1,4,2022-11-19
24429,Seattle,United States,AW00024429,Isabelle Hughes,1971-04-19,Single,Female,70000.00,2,0,Partial High School,Skilled Manual,0,2,2022-02-17
24430,Concord,United States,AW00024430,Dalton Long,1959-07-22,Single,Male,70000.00,3,0,Partial High School,Skilled Manual,0,2,2022-05-29
24431,Royal Oak,Canada,AW00024431,Abigail Morgan,1959-12-11,Married,Female,60000.00,2,0,Partial High School,Skilled Manual,1,2,2020-12-10
24432,San Carlos,United States,AW00024432,Dalton Reed,1959-12-11,Married,Male,60000.00,2,0,Partial High School,Skilled Manual,1,2,2022-05-10
24433,Los Angeles,United States,AW00024433,Luis Simmons,1960-01-03,Married,Male,70000.00,3,1,High School,Professional,0,1,2022-01-25
24434,Renton,United States,AW00024434,Jordan Butler,1959-08-08,Married,Male,70000.00,3,1,High School,Professional,1,1,2022-01-08
24435,Beaverton,United States,AW00024435,Mariah Hughes,1959-04-25,Married,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-04-18
24436,Grossmont,United States,AW00024436,Jennifer Hernandez,1964-01-17,Married,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-02-25
24437,Newport Beach,United States,AW00024437,Nicole Blue,1969-12-31,Single,Female,70000.00,3,0,Graduate Degree,Management,0,2,2022-02-21
24438,Lynnwood,United States,AW00024438,Xavier Robinson,1958-04-10,Married,Male,40000.00,3,0,Partial College,Professional,1,2,2023-01-16
24439,Everett,United States,AW00024439,Xavier Watson,1962-02-08,Married,Male,40000.00,3,0,Partial College,Professional,1,2,2022-08-31
24440,Lincoln Acres,United States,AW00024440,Jordyn Hughes,1967-09-03,Married,Female,40000.00,3,0,Partial College,Professional,1,2,2022-04-24
24441,Yakima,United States,AW00024441,Tristan Bryant,1957-03-24,Single,Male,40000.00,3,0,Partial College,Professional,0,2,2022-05-30
24442,Biloxi,United States,AW00024442,Briana Gutierrez,1957-04-13,Married,Female,40000.00,3,0,Partial College,Professional,1,2,2022-08-25
24443,Chula Vista,United States,AW00024443,Edgar Suri,1957-02-23,Married,Male,40000.00,3,0,Partial College,Professional,1,2,2023-01-06
24444,Grossmont,United States,AW00024444,Elijah Griffin,1973-07-18,Single,Male,40000.00,3,0,Partial College,Professional,0,2,2022-06-06
24445,West Covina,United States,AW00024445,Lauren Brooks,1968-03-30,Married,Female,40000.00,4,0,Partial College,Professional,0,2,2022-05-30
24446,Berkeley,United States,AW00024446,Brianna Robinson,1962-04-09,Married,Female,40000.00,4,0,Partial College,Professional,0,2,2022-06-16
24447,Bellflower,United States,AW00024447,Cody Morgan,1954-12-08,Married,Male,30000.00,4,0,High School,Professional,1,2,2022-03-05
24448,Kirkland,United States,AW00024448,Amanda Lopez,1960-04-04,Married,Female,30000.00,4,0,High School,Professional,1,2,2022-10-05
24449,Novato,United States,AW00024449,Melanie Simmons,1955-05-19,Married,Female,30000.00,4,0,High School,Professional,1,2,2022-05-14
24450,Sedro Woolley,United States,AW00024450,Isabel Long,1954-12-10,Married,Female,30000.00,4,0,High School,Professional,1,2,2022-03-17
24451,Seattle,United States,AW00024451,Bailey Morgan,1955-01-20,Married,Female,30000.00,4,0,High School,Professional,0,2,2022-04-13
24452,Bellingham,United States,AW00024452,Megan Coleman,1954-08-13,Married,Female,40000.00,4,0,High School,Professional,1,2,2022-03-06
24453,Newcastle,Australia,AW00024453,Cassie Yuan,1975-03-22,Single,Female,60000.00,4,4,Bachelors,Professional,1,1,2022-10-19
24454,East Brisbane,Australia,AW00024454,Carol Zhou,1970-01-15,Single,Female,60000.00,4,4,Bachelors,Professional,1,2,2022-06-11
24455,Cranbourne,Australia,AW00024455,Alejandro Chander,1970-03-11,Married,Male,60000.00,4,4,Bachelors,Professional,0,3,2022-04-15
24456,Port Macquarie,Australia,AW00024456,Danny Ruiz,1986-02-13,Single,Male,60000.00,4,4,Bachelors,Professional,1,3,2022-07-23
24457,Malabar,Australia,AW00024457,Meghan Alonso,1974-02-22,Single,Female,60000.00,3,2,Bachelors,Professional,1,2,2021-11-02
24458,Warrnambool,Australia,AW00024458,Frederick Rodriguez,1974-06-17,Single,Male,70000.00,0,0,Bachelors,Professional,1,1,2021-11-08
24459,Caloundra,Australia,AW00024459,Kristin Carson,1984-05-14,Single,Female,70000.00,1,0,Partial College,Skilled Manual,0,1,2021-11-19
24460,Townsville,Australia,AW00024460,Willie Nara,1968-05-14,Single,Male,60000.00,1,0,Bachelors,Professional,0,1,2021-11-17
24461,Sydney,Australia,AW00024461,Ruth Sai,1973-08-03,Single,Female,60000.00,1,0,Bachelors,Professional,1,1,2021-11-18
24462,Wollongong,Australia,AW00024462,Donald Fernandez,1968-02-23,Single,Male,60000.00,1,0,Bachelors,Professional,0,1,2021-11-17
24463,Lavender Bay,Australia,AW00024463,Kristen Zheng,1935-12-16,Married,Female,90000.00,1,0,Graduate Degree,Management,1,1,2021-12-07
24464,Newcastle,Australia,AW00024464,Joanna Torres,1972-01-01,Single,Female,100000.00,0,0,Bachelors,Professional,0,1,2022-06-14
24465,Melbourne,Australia,AW00024465,Tara Andersen,1965-10-06,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2021-11-28
24466,Caloundra,Australia,AW00024466,Alexa Travers,1966-02-01,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2021-12-01
24467,Rhodes,Australia,AW00024467,Susan He,1965-11-24,Single,Female,60000.00,1,0,Partial College,Skilled Manual,0,1,2021-12-08
24468,Cranbourne,Australia,AW00024468,Whitney Patel,1971-03-31,Single,Female,70000.00,0,0,Bachelors,Professional,1,1,2021-11-28
24469,Rhodes,Australia,AW00024469,Roger Andersen,1970-11-30,Single,Male,80000.00,5,5,Bachelors,Professional,1,4,2022-02-16
24470,Springwood,Australia,AW00024470,Clarence Lal,1970-12-09,Married,Male,80000.00,5,5,Bachelors,Professional,1,4,2022-05-01
24471,Cranbourne,Australia,AW00024471,Ricardo Chande,1969-12-01,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-04-01
24472,North Ryde,Australia,AW00024472,Jake He,1970-04-22,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-12-16
24473,Wollongong,Australia,AW00024473,Marco Rana,1975-03-23,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-08-29
24474,Sydney,Australia,AW00024474,Rosa Guo,1974-03-22,Single,Female,70000.00,0,0,Bachelors,Professional,0,2,2021-12-04
24475,Bendigo,Australia,AW00024475,Gilbert Zhou,1968-12-12,Single,Male,70000.00,0,0,Bachelors,Professional,0,2,2021-12-22
24476,Cranbourne,Australia,AW00024476,Jared Brooks,1977-09-12,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2021-11-28
